City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
268,hermanus,-34.4187,19.2345,20.45,83,100,4.22,ZA,1706663158
269,tadjourah,12.0,42.5,22.45,80,90,0.7,DJ,1706663158
270,port macquarie,-31.4333,152.9167,27.16,69,76,3.79,AU,1706663158
271,longyearbyen,78.2186,15.6401,-5.09,68,75,5.14,SJ,1706663158
272,port elizabeth,-33.918,25.5701,21.84,88,0,1.03,ZA,1706662910
273,san antonio de pale,-1.4014,5.6325,27.91,79,100,2.25,GQ,1706663158
274,kralendijk,12.15,-68.2667,26.99,83,20,5.14,BQ,1706663159
275,kalabo,-14.97,22.6814,20.65,80,57,1.42,ZM,1706663159
276,pieksamaki,62.3,27.1333,0.14,98,100,3.56,FI,1706663159
277,santa sylvina,-27.8326,-61.1375,28.36,38,0,3.16,AR,1706663159
278,labrador city,52.9463,-66.9114,-13.23,46,75,6.69,CA,1706663159
279,guantanamo,20.1444,-75.2092,22.76,73,97,2.57,CU,1706663159
280,lefkada,38.8275,20.7019,5.95,45,0,3.09,GR,1706663159
281,menaka,15.9182,2.4022,19.71,17,19,5.09,ML,1706663159
282,kill devil hills,36.0307,-75.676,6.66,80,0,3.09,US,1706663160
283,benguela,-12.5763,13.4055,25.52,90,100,2.29,AO,1706663160
284,undurkhaan,47.3194,110.6556,-31.75,99,45,1.89,MN,1706663160
285,tejen,37.3834,60.5054,3.76,56,100,2.41,TM,1706663160
286,lys'va,58.1086,57.8053,-4.74,98,100,1.4,RU,1706663160
287,klyuchi,52.2667,79.1667,-14.47,90,100,2.58,RU,1706662903
288,salalah,17.0151,54.0924,24.05,78,20,1.03,OM,1706663161
289,beira,-19.8436,34.8389,27.05,88,40,3.6,MZ,1706662996
290,cartagena del chaira,1.3349,-74.8429,27.75,57,56,1.19,CO,1706663161
291,bratsk,56.1325,101.6142,-26.73,99,43,1.19,RU,1706663161
292,altay,47.8667,88.1167,-13.18,71,99,2.06,CN,1706663161
293,pyapon,16.2833,95.6833,22.01,53,0,1.89,MM,1706663161
294,al ghayzah,16.2079,52.176,24.04,74,100,2.03,YE,1706663161
295,kapuskasing,49.4169,-82.4331,1.05,93,100,4.63,CA,1706662936
296,karymskoye,51.6167,114.35,-28.18,95,33,1.49,RU,1706663162
297,ust'-kulom,61.6864,53.6902,-3.36,91,100,3.97,RU,1706663021
298,bengkulu,-3.8004,102.2655,25.59,86,100,1.44,ID,1706663162
299,ilulissat,69.2167,-51.1,-23.99,49,26,2.57,GL,1706662918
300,impfondo,1.6381,18.0667,22.78,43,99,0.86,CG,1706663162
301,sandakan,5.8402,118.1179,25.82,94,40,2.24,MY,1706662882
302,bhamo,24.2667,97.2333,13.73,72,44,0.66,MM,1706663163
303,broken hill,-31.95,141.4333,25.18,29,0,8.15,AU,1706662904
304,geraldton,-28.7667,114.6,39.23,18,0,7.72,AU,1706662884
305,turbat,26.0023,63.044,20.2,34,100,2.55,PK,1706663163
306,la passe,45.5549,-0.8967,8.88,91,65,2.62,FR,1706663163
